point_id,longitude,latitude,depth,log_clay_sand,log_silt_sand
ctb0003-sm-dnos-001,-53.794645,-29.651271,10,-3.13549421592915,-3.13549421592915
ctb0003-sm-dnos-002,-53.793987,-29.650564,10,-2.00148000021012,-1.53147637096439
ctb0003-sm-dnos-003,-53.793993,-29.650232,10,-2.01490302054226,-1.6094379124341
ctb0003-sm-dnos-004,-53.794345,-29.650311,10,-2.32727770558442,-2.10413415427021
ctb0003-sm-dnos-005,-53.792947,-29.650838,10,-1.91692261218206,-1.12846525181779
ctb0003-sm-dnos-006,-53.793499,-29.649951,10,-1.21639532432449,-0.587786664902119
ctb0003-sm-dnos-007,-53.793272,-29.649962,10,-1.05860695405441,-0.365459773494465
ctb0003-sm-dnos-008,-53.793633,-29.648468,10,-2.06686275947298,-1.97155257966865
ctb0003-sm-dnos-009,-53.793707,-29.647836,10,-2.496741107435,-2.36320971481048
ctb0003-sm-dnos-010,-53.793019,-29.64797,10,-2.1722232751308,-1.88454120267902
ctb0003-sm-dnos-011,-53.792816,-29.64804,10,-2.47293045874129,-2.11625551480255
ctb0003-sm-dnos-012,-53.79206,-29.64927,10,-1.74523945359316,-0.885038188370051
ctb0003-sm-dnos-013,-53.79184,-29.648724,10,-2.19722457733622,-1.28093384546206
ctb0003-sm-dnos-014,-53.792442,-29.648539,10,-1.77777322725332,-1.4294665329851
ctb0003-sm-dnos-015,-53.792655,-29.648548,10,-1.6376087894008,-1.6376087894008
ctb0003-sm-dnos-016,-53.792509,-29.647109,10,-1.95881355389122,-1.95881355389122
ctb0003-sm-dnos-017,-53.79256,-29.646736,10,-2.12026353620009,-1.54489939129653
ctb0003-sm-dnos-018,-53.792256,-29.646199,10,-3.13549421592915,-3.13549421592915
ctb0003-sm-dnos-019,-53.792114,-29.645725,10,-2.33939906611676,-2.22161603046038
ctb0003-sm-dnos-020,-53.791419,-29.646682,10,-2.3150076129926,-1.99655388187407
ctb0003-sm-dnos-021,-53.793887,-29.652717,10,-1.75785791755237,-0.594707107746693
ctb0003-sm-dnos-022,-53.790043,-29.648311,10,-2.30258509299405,-1.89711998488588
ctb0003-sm-dnos-023,-53.78955,-29.648663,10,-2.484906649788,-2.23359222150709
ctb0003-sm-dnos-024,-53.788403,-29.649114,10,-3.12456514539696,-2.90142159408275
ctb0003-sm-dnos-025,-53.786795,-29.650051,10,-2.89037175789617,-2.89037175789617
ctb0003-sm-dnos-026,-53.786729,-29.650198,10,-2.68557734525015,-2.68557734525015
ctb0003-sm-dnos-027,-53.786439,-29.647667,10,-1.68948062010764,-1.03889305396649
ctb0003-sm-dnos-028,-53.786838,-29.647463,10,-2.89037175789617,-2.89037175789617
ctb0003-sm-dnos-029,-53.785726,-29.646196,10,-3.11351530921037,-2.70805020110221
ctb0003-sm-dnos-030,-53.782776,-29.642239,10,-2.68557734525015,-2.68557734525015
ctb0003-sm-dnos-031,-53.782604,-29.641715,10,-2.35137525716348,-2.35137525716348
ctb0003-sm-dnos-032,-53.78358,-29.643612,10,-2.36320971481048,-2.496741107435
ctb0003-sm-dnos-033,-53.783181,-29.644809,10,-1.87180217690159,-2.05412373369555
ctb0003-sm-dnos-034,-53.786181,-29.645831,10,-2.37490575457367,-2.66258782702545
ctb0003-sm-dnos-035,-53.79162,-29.65165,10,-1.89256416835002,-1.51787071890861
ctb0003-sm-dnos-036,-53.790323,-29.650243,10,-1.87180217690159,-2.05412373369555
ctb0003-sm-dnos-037,-53.789106,-29.649981,10,-2.66258782702545,-2.37490575457367
ctb0003-sm-dnos-038,-53.788766,-29.650904,10,-2.496741107435,-2.36320971481048
ctb0003-sm-dnos-039,-53.788001,-29.651884,10,-3.43398720448515,-3.14630513203337
ctb0003-sm-dnos-040,-53.78967,-29.652096,10,-1.79175946922806,-1.50407739677627
ctb0003-sm-dnos-041,-53.790849,-29.6533,10,-2.18323833536148,-1.21815743931789
ctb0003-sm-dnos-042,-53.788561,-29.654778,10,-2.0654552997051,-1.26694760348732
ctb0003-sm-dnos-043,-53.788313,-29.654537,10,-2.00148000021012,-1.53147637096439
ctb0003-sm-dnos-044,-53.790373,-29.654251,10,-2.47293045874129,-2.11625551480255
ctb0003-sm-dnos-045,-53.796479,-29.653913,10,-0.714653385780909,-0.448950220047903
ctb0003-sm-dnos-046,-53.795904,-29.653944,10,-0.897941593205959,-0.810930216216329
ctb0003-sm-dnos-047,-53.797283,-29.654583,10,-0.693147180559945,-0.538996500732687
ctb0003-sm-dnos-048,-53.799054,-29.654445,10,-1.8067973465926,-1.11365016603265
ctb0003-sm-dnos-049,-53.799533,-29.653968,10,-1.46151778235748,-1.52605630349505
ctb0003-sm-dnos-050,-53.799876,-29.653101,10,-1.28785428830664,-0.802346472524937
ctb0003-sm-dnos-051,-53.798608,-29.653072,10,-2.10684051586795,-1.47085174914795
ctb0003-sm-dnos-052,-53.797866,-29.653518,10,-1.68948062010764,-1.03889305396649
ctb0003-sm-dnos-053,-53.795823,-29.653543,10,-1.41706601978664,-1.29928298413026
ctb0003-sm-dnos-054,-53.794759,-29.65719,10,-2.05127066471314,-1.20397280432594
ctb0003-sm-dnos-055,-53.798576,-29.655777,10,-2.26436388017385,-1.63575522075147
ctb0003-sm-dnos-056,-53.800101,-29.656367,10,-2.07944154167984,-1.33222713984961
ctb0003-sm-dnos-057,-53.802126,-29.656873,10,-2.04122032885964,-1.77885606439215
ctb0003-sm-dnos-058,-53.801405,-29.657328,10,-2.27726728500976,-1.71765149707433
ctb0003-sm-dnos-059,-53.795093,-29.656811,10,-2.8094026953625,-1.9339339580086
ctb0003-sm-dnos-060,-53.79213,-29.655161,10,-1.83621123179889,-1.23837423104327
ctb0003-sm-dnos-061,-53.793303,-29.655905,10,-2.56494935746154,-1.58412010444981
ctb0003-sm-dnos-062,-53.799539,-29.652645,10,-1.38629436111989,-0.8754687373539
ctb0003-sm-dnos-063,-53.807537,-29.652779,10,-2.35137525716348,-2.35137525716348
ctb0003-sm-dnos-064,-53.806834,-29.652269,10,-2.496741107435,-2.36320971481048
ctb0003-sm-dnos-065,-53.806154,-29.651724,10,-2.85647020622048,-2.38646657697475
ctb0003-sm-dnos-066,-53.808047,-29.651232,10,-3.11351530921037,-2.70805020110221
ctb0003-sm-dnos-067,-53.810477,-29.650894,10,-2.90142159408275,-3.12456514539696
ctb0003-sm-dnos-068,-53.810061,-29.650623,10,-3.13549421592915,-3.13549421592915
ctb0003-sm-dnos-069,-53.804721,-29.651086,10,-2.09323486381217,-1.40008768325223
ctb0003-sm-dnos-070,-53.803219,-29.651684,10,-1.83621123179889,-1.23837423104327
ctb0003-sm-dnos-071,-53.804261,-29.652893,10,-1.95881355389122,-1.95881355389122
ctb0003-sm-dnos-072,-53.802675,-29.652871,10,-1.80555279136039,-1.58240924004618
ctb0003-sm-dnos-073,-53.803316,-29.653768,7.5,-0.986494990547403,-1.13309846473928
ctb0003-sm-dnos-074,-53.802057,-29.65548,10,-3.11351530921037,-2.70805020110221
ctb0003-sm-dnos-075,-53.801966,-29.654216,10,-2.30258509299405,-1.89711998488588
ctb0003-sm-dnos-076,-53.801884,-29.651857,10,-1.93283806748796,-1.76578398282479
ctb0003-sm-dnos-077,-53.801571,-29.649229,10,-1.73911573574263,-1.73911573574263
ctb0003-sm-dnos-078,-53.800074,-29.648679,10,-1.20397280432594,-1.00330210886378
ctb0003-sm-dnos-079,-53.798709,-29.649183,10,-1.26851132546351,-1.26851132546351
ctb0003-sm-dnos-080,-53.79658,-29.647794,10,-1.51258808644418,-0.745332933730516
ctb0003-sm-dnos-081,-53.798624,-29.647548,10,-1.38629436111989,-0.8754687373539
ctb0003-sm-dnos-082,-53.800643,-29.646427,10,-2.34454929209308,-1.2947271675944
ctb0003-sm-dnos-083,-53.801826,-29.646066,10,-1.67397643357167,-0.980829253011726
ctb0003-sm-dnos-084,-53.802176,-29.648401,10,-1.77777322725332,-1.4294665329851
ctb0003-sm-dnos-085,-53.800361,-29.651218,10,-1.56861591791385,-1.71171676155452
ctb0003-sm-dnos-086,-53.79877,-29.651636,10,-0.815749502652278,-0.732367893713227
ctb0003-sm-dnos-087,-53.797196,-29.650298,10,-1.26224171244991,-0.504556010752395
ctb0003-sm-dnos-088,-53.796987,-29.649121,10,-2.09323486381217,-1.40008768325223
ctb0003-sm-dnos-089,-53.794885,-29.649711,10,-1.73460105538811,-1.22377543162212
ctb0003-sm-dnos-090,-53.795826,-29.650713,10,-1.54044504094715,-1.54044504094715
ctb0003-sm-dnos-091,-53.796188,-29.652779,10,-1.4028236630711,-0.932820033825366
ctb0003-sm-dnos-092,-53.794408,-29.654742,10,-2.22462355152433,-1.41369333530801
ctb0003-sm-dnos-093,-53.797649,-29.657177,10,-1.74523945359316,-0.885038188370051
ctb0003-sm-dnos-094,-53.800373,-29.655175,10,-2.66258782702545,-2.37490575457367
ctb0003-sm-dnos-095,-53.806399,-29.654389,10,-1.09861228866811,-0.287682072451781
ctb0003-sm-dnos-096,-53.804268,-29.656062,10,-1.29276830310907,-0.376477571234912
ctb0003-sm-dnos-097,-53.805302,-29.657426,5,-1.33828514193353,-0.975379648244162
ctb0003-sm-dnos-098,-53.807257,-29.657608,10,-1.41528189799314,-1.68354588458782
ctb0003-sm-dnos-099,-53.80759,-29.656464,10,-2.90142159408275,-3.12456514539696
ctb0003-sm-dnos-100,-53.809483,-29.655057,10,-0.595983432106298,-0.713766467762681
ctb0003-sm-dnos-101,-53.810455,-29.653456,8.75,-2.68557734525015,-2.68557734525015
ctb0003-sm-dnos-102,-53.813868,-29.653407,10,-0.739667196194838,-0.228841572428848
ctb0003-sm-dnos-103,-53.815807,-29.651554,10,-1.77885606439215,-2.04122032885964
ctb0003-sm-dnos-104,-53.817632,-29.649864,10,-0.756326082181477,-0.559615787935423
ctb0003-sm-dnos-105,-53.818873,-29.647536,10,-0.944461608840851,0.328504066972036
ctb0003-sm-dnos-106,-53.820936,-29.647208,10,-0.167054084663166,0.693147180559945
ctb0003-sm-dnos-107,-53.819961,-29.644967,10,0.521296923633286,0.947381318944186
ctb0003-sm-dnos-108,-53.817577,-29.645775,10,0.0741079721537218,0.570544858467613
ctb0003-sm-dnos-109,-53.816721,-29.644392,5,0.113328685307003,0.631271776841858
ctb0003-sm-dnos-110,-53.816153,-29.646251,10,-1.06471073699243,-0.969400557188104
ctb0003-sm-dnos-111,-53.816611,-29.648404,10,-1.04731899428056,-0.9075570519054
ctb0003-sm-dnos-112,-53.811275,-29.6551,10,-1.11514159061932,-1.16643488500687
ctb0003-sm-dnos-113,-53.807366,-29.653931,7.5,-2.07944154167984,-2.07944154167984
ctb0003-sm-dnos-114,-53.808993,-29.651437,10,-2.496741107435,-2.36320971481048
ctb0003-sm-dnos-115,-53.812923,-29.649653,7.5,-1.7609878105613,-0.940007258491471
ctb0003-sm-dnos-116,-53.813232,-29.65128,10,-3.09104245335832,-2.39789527279837
ctb0003-sm-dnos-117,-53.814701,-29.649635,10,-3.09104245335832,-2.39789527279837
ctb0003-sm-dnos-118,-53.81388,-29.647975,8.75,-1.75253875607477,-1.83258146374831
ctb0003-sm-dnos-119,-53.814177,-29.646382,10,-2.27726728500976,-1.71765149707433
ctb0003-sm-dnos-120,-53.814058,-29.644258,10,-2.26436388017385,-1.63575522075147
ctb0003-sm-dnos-121,-53.812037,-29.643926,7.5,0.543615446588982,1.04145387482816
ctb0003-sm-dnos-122,-53.810899,-29.641713,10,-2.67414864942653,-2.51999796959927
ctb0003-sm-dnos-123,-53.803386,-29.649988,10,-1.73039052285176,-2.42353770341171
ctb0003-sm-dnos-124,-53.80643,-29.649006,10,-2.50843714719819,-2.50843714719819
ctb0003-sm-dnos-125,-53.808957,-29.648853,10,-2.36320971481048,-2.496741107435
ctb0003-sm-dnos-126,-53.811243,-29.649264,10,-2.35137525716348,-2.35137525716348
ctb0003-sm-dnos-127,-53.811811,-29.647241,10,-2.68557734525015,-2.68557734525015
ctb0003-sm-dnos-128,-53.808963,-29.64702,10,-2.69687690050408,-2.87919845729804
ctb0003-sm-dnos-129,-53.806336,-29.647018,10,-2.62708113856854,-2.02094533499823
ctb0003-sm-dnos-130,-53.804158,-29.647128,10,-2.42353770341171,-1.73039052285176
ctb0003-sm-dnos-131,-53.805031,-29.643413,10,-2.496741107435,-2.36320971481048
ctb0003-sm-dnos-132,-53.804305,-29.645335,10,-1.6094379124341,-2.01490302054226
ctb0003-sm-dnos-133,-53.80691,-29.644425,10,-2.37490575457367,-2.66258782702545
ctb0003-sm-dnos-134,-53.809659,-29.64505,5,-0.566395474920801,0.126751705639144
ctb0003-sm-dnos-135,-53.812042,-29.645162,5,0.0487901641694321,1.08180517035173
ctb0003-sm-dnos-136,-53.814595,-29.641137,10,-0.641853886172395,0.100083458556983
ctb0003-sm-dnos-137,-53.814757,-29.642793,10,-2.22161603046038,-2.33939906611676
ctb0003-sm-dnos-138,-53.809797,-29.642767,10,-2.39789527279837,-3.09104245335832
ctb0003-sm-dnos-139,-53.806685,-29.641557,10,-1.77885606439215,-2.04122032885964
ctb0003-sm-dnos-140,-53.787549,-29.641442,5,0.207639364778245,0.479573080261886
ctb0003-sm-dnos-141,-53.790576,-29.642679,5,-1.05860695405441,-0.365459773494465
ctb0003-sm-dnos-142,-53.788381,-29.63922,5,0.510825623765991,1.06087196068526
ctb0003-sm-dnos-143,-53.786019,-29.637508,7.5,0.628608659422374,1.21639532432449
ctb0003-sm-dnos-144,-53.788554,-29.637093,8.75,0.265703165733006,0.714653385780909
ctb0003-sm-dnos-145,-53.785555,-29.634745,2.5,0.810930216216329,1.09861228866811
ctb0003-sm-dnos-146,-53.782922,-29.63555,10,-0.330241686870577,0.340926586970593
ctb0003-sm-dnos-147,-53.770017,-29.640732,10,-0.169899036795397,0.247836163904581
ctb0003-sm-dnos-148,-53.773006,-29.640575,10,-1.04982212449868,0.139761942375159
ctb0003-sm-dnos-149,-53.775973,-29.639462,10,-0.949080554697146,0.609064063349404
ctb0003-sm-dnos-150,-53.776691,-29.637458,3.25,-0.117783035656384,1.29928298413026
ctb0003-sm-dnos-151,-53.773347,-29.637918,10,0.374693449441411,0.737598943130779
ctb0003-sm-dnos-152,-53.770344,-29.638366,10,0.421213465076303,0.805625163986636
ctb0003-sm-dnos-153,-53.774149,-29.6352,5,2.02814824729229,0.336472236621213
ctb0003-sm-dnos-154,-53.770128,-29.635703,10,0.916290731874155,1.01160091167848
ctb0003-sm-dnos-155,-53.770967,-29.633143,10,1.02450431651439,1.2110902720948
ctb0003-sm-dnos-156,-53.775819,-29.630383,10,-0.653926467406664,0.908258560176891
ctb0003-sm-dnos-157,-53.771754,-29.630468,10,-0.405465108108164,0.105360515657826
ctb0003-sm-dnos-158,-53.772261,-29.627864,10,1.34373474670109,1.25276296849537
ctb0003-sm-dnos-159,-53.793845,-29.641301,10,-1.54044504094715,-0.559615787935423
ctb0003-sm-dnos-160,-53.795824,-29.63928,6.25,-0.693147180559945,-0.860201265223111
ctb0003-sm-dnos-161,-53.792181,-29.639704,10,-2.39789527279837,-3.09104245335832
ctb0003-sm-dnos-162,-53.793533,-29.637754,5,0.543615446588982,1.04145387482816
ctb0003-sm-dnos-163,-53.791644,-29.637043,10,-2.51999796959927,-2.67414864942653
ctb0003-sm-dnos-164,-53.79277,-29.634679,10,-1.79175946922806,-1.50407739677627
ctb0003-sm-dnos-165,-53.793491,-29.632815,10,-2.35137525716348,-2.35137525716348
ctb0003-sm-dnos-166,-53.792412,-29.632731,10,-2.87919845729804,-2.69687690050408
ctb0003-sm-dnos-167,-53.789929,-29.631019,10,-1.81010860789625,-0.423814246776361
ctb0003-sm-dnos-168,-53.789562,-29.633504,10,0.196710294246054,0.756326082181477
ctb0003-sm-dnos-169,-53.808173,-29.640348,10,-1.87180217690159,-2.05412373369555
ctb0003-sm-dnos-170,-53.791219,-29.659826,10,-2.63905732961526,-2.12823170584927
ctb0003-sm-dnos-171,-53.791357,-29.661561,10,-3.10234200861225,-2.54272622067683
ctb0003-sm-dnos-172,-53.790273,-29.661112,10,-2.84490938381941,-2.25712271891729
ctb0003-sm-dnos-173,-53.788316,-29.660327,10,-0.893817876022096,-0.146603474191875
ctb0003-sm-dnos-174,-53.791491,-29.657305,10,-2.15948424935337,-1.79175946922806
ctb0003-sm-dnos-175,-53.788747,-29.656993,10,-2.19722457733622,-1.28093384546206
ctb0003-sm-dnos-176,-53.785327,-29.65311,10,-2.69687690050408,-2.87919845729804
ctb0003-sm-dnos-177,-53.783219,-29.651386,10,-1.70474809223843,-0.451985123743057
ctb0003-sm-dnos-178,-53.783879,-29.649234,2.5,-0.485507815781701,-0.052643733485422
ctb0003-sm-dnos-179,-53.780514,-29.648612,10,-0.693147180559945,0.365459773494465
ctb0003-sm-dnos-180,-53.778733,-29.646016,10,-0.857450231851222,0.473784352085642
ctb0003-sm-dnos-181,-53.777791,-29.644165,7.5,0.171850256926659,1.40179854765586
ctb0003-sm-dnos-182,-53.77652,-29.642462,7.5,-0.741937344729377,1.18958406687384
ctb0003-sm-dnos-183,-53.772698,-29.64255,5,-0.798507696217772,0.0487901641694321
ctb0003-sm-dnos-184,-53.773951,-29.632775,8.75,-0.271933715483642,1.09861228866811
ctb0003-sm-dnos-185,-53.77524,-29.62796,10,0,0.532804530484766
ctb0003-sm-dnos-186,-53.779236,-29.630274,5,-0.22314355131421,0.78845736036427
ctb0003-sm-dnos-187,-53.779139,-29.628052,10,0.389464766761723,0.826678573184468
ctb0003-sm-dnos-188,-53.783342,-29.627437,10,-0.215111379616946,0.350202429433115
ctb0003-sm-dnos-189,-53.785368,-29.628124,7.5,-0.374693449441411,0.362905493689369
ctb0003-sm-dnos-190,-53.785349,-29.625145,5,0.0625203569813339,0.149531733970964
ctb0003-sm-dnos-191,-53.787398,-29.62342,10,0.810930216216329,0.559615787935423
ctb0003-sm-dnos-192,-53.788318,-29.621231,10,0.717839793150317,0.667829372575655
ctb0003-sm-dnos-193,-53.790046,-29.61797,2.5,0.606135803570315,1.00144854021446
ctb0003-sm-dnos-194,-53.7917,-29.615567,10,0.432864082296279,0.485507815781701
ctb0003-sm-dnos-195,-53.793258,-29.618216,10,0,0.613104472886409
ctb0003-sm-dnos-196,-53.795506,-29.614269,10,0.646627164925052,0.492476485097794
ctb0003-sm-dnos-197,-53.793946,-29.611541,10,0.669049628980885,0.593063722002963
ctb0003-sm-dnos-198,-53.796737,-29.61049,10,0.947381318944186,0.521296923633286
ctb0003-sm-dnos-199,-53.798536,-29.612433,10,0.0741079721537218,0.570544858467613
ctb0003-sm-dnos-200,-53.796745,-29.616664,10,0.693147180559945,0.693147180559945
ctb0003-sm-dnos-201,-53.797217,-29.619087,10,0.85566611005772,0.927986771637346
ctb0003-sm-dnos-202,-53.789514,-29.625137,2.5,0.521296923633286,0.947381318944186
ctb0003-sm-dnos-203,-53.791354,-29.624543,5,0.762140052046897,1.38629436111989
ctb0003-sm-dnos-204,-53.792262,-29.620957,10,0.593063722002963,0.669049628980885
ctb0003-sm-dnos-205,-53.795304,-29.621054,4,0.521296923633286,0.947381318944186
ctb0003-sm-dnos-206,-53.79328,-29.624849,10,-0.138150338480817,0.303682413798222
ctb0003-sm-dnos-207,-53.797944,-29.624563,10,0,0.20359895524124
ctb0003-sm-dnos-208,-53.798718,-29.621531,5,0.644357016390513,0.619039208406224
ctb0003-sm-dnos-209,-53.80126,-29.628894,10,0.635988766719997,0.980829253011726
ctb0003-sm-dnos-210,-53.800734,-29.624383,10,0,0.287682072451781
ctb0003-sm-dnos-211,-53.801974,-29.622385,10,-0.113328685307003,0.517943091534855
ctb0003-sm-dnos-212,-53.805302,-29.622928,10,0,0.451985123743057
ctb0003-sm-dnos-213,-53.804503,-29.620519,2.5,0.387765531008763,1.02585293438568
ctb0003-sm-dnos-214,-53.801228,-29.618387,6.25,0.462623521948113,1.19213834667893
ctb0003-sm-dnos-215,-53.822924,-29.623346,10,-0.405465108108164,0.105360515657826
ctb0003-sm-dnos-216,-53.819207,-29.621771,10,-0.405465108108164,0.310154928303839
ctb0003-sm-dnos-217,-53.816321,-29.620647,10,-0.818310323513951,0.405465108108164
ctb0003-sm-dnos-218,-53.817553,-29.616431,10,0.189241999638528,0.672093771362113
ctb0003-sm-dnos-219,-53.816231,-29.618045,10,-0.302280871872934,0.958850346292951
ctb0003-sm-dnos-220,-53.813617,-29.614749,10,-0.174353387144778,0.770108221696074
ctb0003-sm-dnos-221,-53.812664,-29.616864,10,-0.109199291964992,0.439366659783846
ctb0003-sm-dnos-222,-53.813449,-29.619463,10,-0.233614851181505,0.864997437486604
ctb0003-sm-dnos-223,-53.809642,-29.617424,10,-0.955511445027436,0.165079750359449
ctb0003-sm-dnos-224,-53.81223,-29.610305,10,0.330241686870577,0.67116827384117
ctb0003-sm-dnos-225,-53.809643,-29.613359,10,0.510825623765991,1.06087196068526
ctb0003-sm-dnos-226,-53.80738,-29.615494,10,0.476924072090309,1.07992015565596
ctb0003-sm-dnos-227,-53.817121,-29.624174,10,-2.43611648561857,-1.81707727721235
ctb0003-sm-dnos-228,-53.815956,-29.626721,2.5,-1.84582669049833,-0.516690743218389
ctb0003-sm-dnos-229,-53.814091,-29.629407,10,-2.04122032885964,-1.77885606439215
ctb0003-sm-dnos-230,-53.81169,-29.631197,7.5,-2.12026353620009,-1.54489939129653
ctb0003-sm-dnos-231,-53.813642,-29.63279,10,-1.84054963339749,-0.847297860387204
ctb0003-sm-dnos-232,-53.820196,-29.623587,7.5,-0.189241999638528,0.482851771723585
ctb0003-sm-dnos-233,-53.818971,-29.626035,1,-1.21924027645672,-0.0229895182246987
ctb0003-sm-dnos-234,-53.818497,-29.628662,6.25,-0.0363676441708748,0.474457979595116
ctb0003-sm-dnos-235,-53.816122,-29.630581,7.5,-0.105360515657826,0.360002734031407
ctb0003-sm-dnos-236,-53.816982,-29.633061,10,-0.470003629245736,0.405465108108164
ctb0003-sm-dnos-237,-53.813183,-29.638562,10,0.0363676441708748,0.510825623765991
ctb0003-sm-dnos-238,-53.814983,-29.638336,10,-0.659245628884264,0.658055860748675
ctb0003-sm-dnos-239,-53.814512,-29.635772,7.5,-0.593063722002963,0.0759859069779221
ctb0003-sm-dnos-240,-53.817575,-29.636101,7.5,0.265703165733006,0.714653385780909
ctb0003-sm-dnos-241,-53.817617,-29.639731,3.75,-0.435318071257846,0.2578291093021
ctb0003-sm-dnos-242,-53.821581,-29.64418,2.5,-0.723918839226699,0.435318071257846
ctb0003-sm-dnos-243,-53.816667,-29.643214,1.25,-1.05314991459135,-0.0235304974101942
ctb0003-sm-dnos-244,-53.811389,-29.633871,10,-2.32727770558442,-2.10413415427021
ctb0003-sm-dnos-245,-53.810934,-29.63668,10,-2.32727770558442,-2.10413415427021
ctb0003-sm-dnos-246,-53.807824,-29.635346,10,-2.51999796959927,-2.67414864942653
ctb0003-sm-dnos-247,-53.805437,-29.635722,8.75,-1.97408102602201,-1.38629436111989
ctb0003-sm-dnos-248,-53.810392,-29.639428,6.25,-2.1722232751308,-1.88454120267902
ctb0003-sm-dnos-249,-53.806943,-29.61889,10,-0.661398482245365,0.536304709066976
ctb0003-sm-dnos-250,-53.800208,-29.615565,10,0.481838086892738,0.762140052046897
ctb0003-sm-dnos-251,-53.804678,-29.617042,10,0.307484699747961,0.494696241836107
ctb0003-sm-dnos-252,-53.808918,-29.611013,10,0.364643113587909,0.444685821261446
ctb0003-sm-dnos-253,-53.814113,-29.608149,10,0.169899036795397,0.417735200699979
ctb0003-sm-dnos-254,-53.811593,-29.607023,10,-0.215111379616946,0.350202429433115
ctb0003-sm-dnos-255,-53.809653,-29.608535,10,0.330241686870577,0.67116827384117
ctb0003-sm-dnos-256,-53.803377,-29.614425,10,0.276253376628158,0.800777844752311
ctb0003-sm-dnos-257,-53.802224,-29.611576,10,1.32175583998232,2.04769284336526
ctb0003-sm-dnos-258,-53.811102,-29.622458,5,-0.42744401482694,0.991640169115942
ctb0003-sm-dnos-259,-53.802164,-29.606817,10,0.714653385780909,0.265703165733006
ctb0003-sm-dnos-260,-53.80344,-29.608928,10,0.0666913744986722,0.321583624127462
ctb0003-sm-dnos-261,-53.8011,-29.60458,10,0.867500567704723,0.322773392263051
ctb0003-sm-dnos-262,-53.798785,-29.606302,10,0.405465108108164,0.297251523467932
ctb0003-sm-dnos-263,-53.796683,-29.607925,10,0.0984400728132525,0.296265816143172
ctb0003-sm-dnos-264,-53.799702,-29.608878,10,-0.113328685307003,0.517943091534855
ctb0003-sm-dnos-265,-53.806341,-29.609803,10,0.209720530982069,0.0953101798043249
ctb0003-sm-dnos-266,-53.806074,-29.607538,10,0.0689928714869514,0.405465108108164
ctb0003-sm-dnos-267,-53.80544,-29.612475,10,0.262364264467491,0.993251773010283
ctb0003-sm-dnos-268,-53.808803,-29.627639,2.5,-0.973449145714104,-0.169076330043934
ctb0003-sm-dnos-269,-53.806173,-29.626229,2.5,-0.926762031741451,-0.374693449441411
ctb0003-sm-dnos-270,-53.804337,-29.62449,2.5,-0.72054615474806,0.195744577126095
ctb0003-sm-dnos-271,-53.805212,-29.627586,7.5,-0.143100843640673,0.382992252256106
ctb0003-sm-dnos-272,-53.806629,-29.628861,2.5,-0.72054615474806,0.195744577126095
ctb0003-sm-dnos-273,-53.805395,-29.630352,2.5,0.167054084663166,0.860201265223112
ctb0003-sm-dnos-274,-53.808268,-29.629849,10,-1.32566973930346,-1.21444410419323
ctb0003-sm-dnos-275,-53.807248,-29.632673,1.5,-0.693147180559945,0.365459773494465
ctb0003-sm-dnos-276,-53.805602,-29.633343,2,-0.44802472252696,0.130053128248198
ctb0003-sm-dnos-277,-53.811908,-29.628733,10,-1.52939520476056,-0.798507696217772
ctb0003-sm-dnos-278,-53.807237,-29.638006,10,-1.8067973465926,-1.11365016603265
ctb0003-sm-dnos-279,-53.805625,-29.640199,10,-3.11351530921037,-2.70805020110221
ctb0003-sm-dnos-280,-53.799526,-29.640821,5,-2.07944154167984,-1.33222713984961
ctb0003-sm-dnos-281,-53.799216,-29.643972,5,-1.89711998488588,-2.30258509299405
ctb0003-sm-dnos-282,-53.808783,-29.62472,10,-0.255933374137201,0.372675285285174
ctb0003-sm-dnos-283,-53.807754,-29.622186,2,0.255933374137201,0.628608659422374
ctb0003-sm-dnos-284,-53.810271,-29.619944,2,0.581921545449721,0.905708622543618
ctb0003-sm-dnos-285,-53.81328,-29.621779,10,-0.175890666463664,0.327212911208416
ctb0003-sm-dnos-286,-53.813476,-29.624584,10,-3.12456514539696,-2.90142159408275
ctb0003-sm-dnos-287,-53.811515,-29.625887,6.25,-1.2443240998495,-0.899483613557774
ctb0003-sm-dnos-288,-53.793397,-29.643112,2,-0.418710334858185,-0.0266682470821613
ctb0003-sm-dnos-289,-53.794785,-29.644984,6.25,0.310154928303839,0.780158557549575
ctb0003-sm-dnos-290,-53.79614,-29.64296,7.5,-2.05412373369555,-1.87180217690159
ctb0003-sm-dnos-291,-53.797432,-29.645902,10,-1.83258146374831,-1.75253875607477
ctb0003-sm-dnos-292,-53.805281,-29.605145,6.25,0.160342650075179,0.776528789498996
ctb0003-sm-dnos-293,-53.802114,-29.626737,10,1.64222773525709,2.35137525716348
ctb0003-sm-dnos-294,-53.787525,-29.625315,8.75,0.377294231141468,0.535518236356362
ctb0003-sm-dnos-295,-53.787066,-29.630181,8.25,-0.262364264467491,0.730887508542792
ctb0003-sm-dnos-296,-53.785893,-29.631712,6.25,-0.0741079721537219,0.496436886313891
ctb0003-sm-dnos-297,-53.781947,-29.633002,1.5,0.356674943938732,0.847297860387204
ctb0003-sm-dnos-298,-53.778198,-29.633508,2,-0.424883193965266,0.784954729813068
ctb0003-sm-dnos-299,-53.776262,-29.634397,6.25,-0.624154309072994,0.710846757659346
